0.000000000000000000e+00,2.012047029305677803e+00,5.885075489264315785e+00,4.120683424048044685e+01
1.000000000000000000e+00,3.839244877734133976e-02,3.911377224893674232e+00,1.710056006233098458e+01
2.000000000000000000e+00,1.903359193665574933e+00,2.007694820057438712e+00,9.452880761744520299e+00
3.000000000000000000e+00,1.015451525269448041e+00,2.032709292995599437e+00,5.420586220743484063e+00
4.000000000000000000e+00,1.015451525269448041e+00,2.032709292995599437e+00,5.420586220743484063e+00
5.000000000000000000e+00,9.636795205569544942e-01,1.959908552128513115e+00,5.344785684070481935e+00
6.000000000000000000e+00,1.005383839761148534e+00,1.974604157607360522e+00,5.042617153148139408e+00
7.000000000000000000e+00,9.960490013403542342e-01,1.999360393561848248e+00,4.992717558011701584e+00
8.000000000000000000e+00,9.960490013403542342e-01,1.999360393561848248e+00,4.992717558011701584e+00
9.000000000000000000e+00,6.163735772540035462e-03,8.342291229910286932e-03,2.134002218807751206e-02
1.000000000000000000e+01,6.163735772540035462e-03,8.342291229910286932e-03,2.134002218807751206e-02
1.100000000000000000e+01,6.163735772540035462e-03,8.342291229910286932e-03,2.134002218807751206e-02
1.200000000000000000e+01,8.180156052023834085e-03,-3.308564172604944176e-03,1.544413017336054850e-02
1.300000000000000000e+01,8.180156052023834085e-03,-3.308564172604944176e-03,1.544413017336054850e-02
1.400000000000000000e+01,8.180156052023834085e-03,-3.308564172604944176e-03,1.544413017336054850e-02
1.500000000000000000e+01,1.781409193785847035e-03,-2.055450321864913527e-03,1.467745010444332365e-03
1.600000000000000000e+01,1.781409193785847035e-03,-2.055450321864913527e-03,1.467745010444332365e-03
1.700000000000000000e+01,1.781409193785847035e-03,-2.055450321864913527e-03,1.467745010444332365e-03
1.800000000000000000e+01,1.781409193785847035e-03,-2.055450321864913527e-03,1.467745010444332365e-03
1.900000000000000000e+01,1.781409193785847035e-03,-2.055450321864913527e-03,1.467745010444332365e-03
2.000000000000000000e+01,1.781409193785847035e-03,-2.055450321864913527e-03,1.467745010444332365e-03
2.100000000000000000e+01,4.052706089492857239e-02,-5.162457794968240699e-02,8.482374315633975925e-01
2.200000000000000000e+01,-6.939284276601290040e-04,-3.952549676800981571e-02,3.084548249408527454e-01
2.300000000000000000e+01,-6.939284276601290040e-04,-3.952549676800981571e-02,3.084548249408527454e-01
2.400000000000000000e+01,2.417914777550772207e-03,-2.376498406419633516e-03,2.280286968961320326e-03
2.500000000000000000e+01,2.417914777550772207e-03,-2.376498406419633516e-03,2.280286968961320326e-03
2.600000000000000000e+01,-1.965827251460551886e-03,-6.634938882626173484e-04,8.540087803261542376e-04
2.700000000000000000e+01,-1.965827251460551886e-03,-6.634938882626173484e-04,8.540087803261542376e-04
2.800000000000000000e+01,-1.965827251460551886e-03,-6.634938882626173484e-04,8.540087803261542376e-04
2.900000000000000000e+01,-1.965827251460551886e-03,-6.634938882626173484e-04,8.540087803261542376e-04
3.000000000000000000e+01,1.003006903338630844e-02,1.427737251263709595e-03,2.035653222663214024e-02
3.100000000000000000e+01,1.003006903338630844e-02,1.427737251263709595e-03,2.035653222663214024e-02
3.200000000000000000e+01,1.003006903338630844e-02,1.427737251263709595e-03,2.035653222663214024e-02
3.300000000000000000e+01,1.003006903338630844e-02,1.427737251263709595e-03,2.035653222663214024e-02
3.400000000000000000e+01,1.003006903338630844e-02,1.427737251263709595e-03,2.035653222663214024e-02
3.500000000000000000e+01,1.003006903338630844e-02,1.427737251263709595e-03,2.035653222663214024e-02
3.600000000000000000e+01,1.003006903338630844e-02,1.427737251263709595e-03,2.035653222663214024e-02
3.700000000000000000e+01,1.003006903338630844e-02,1.427737251263709595e-03,2.035653222663214024e-02
3.800000000000000000e+01,1.003006903338630844e-02,1.427737251263709595e-03,2.035653222663214024e-02
3.900000000000000000e+01,1.003006903338630844e-02,1.427737251263709595e-03,2.035653222663214024e-02
4.000000000000000000e+01,-1.965827251460551886e-03,-6.634938882626173484e-04,8.540087803261542376e-04
4.100000000000000000e+01,-1.965827251460551886e-03,-6.634938882626173484e-04,8.540087803261542376e-04
4.200000000000000000e+01,-1.965827251460551886e-03,-6.634938882626173484e-04,8.540087803261542376e-04
4.300000000000000000e+01,-1.965827251460551886e-03,-6.634938882626173484e-04,8.540087803261542376e-04
4.400000000000000000e+01,-1.965827251460551886e-03,-6.634938882626173484e-04,8.540087803261542376e-04
4.500000000000000000e+01,-1.965827251460551886e-03,-6.634938882626173484e-04,8.540087803261542376e-04
4.600000000000000000e+01,-1.965827251460551886e-03,-6.634938882626173484e-04,8.540087803261542376e-04
4.700000000000000000e+01,-1.965827251460551886e-03,-6.634938882626173484e-04,8.540087803261542376e-04
4.800000000000000000e+01,-1.965827251460551886e-03,-6.634938882626173484e-04,8.540087803261542376e-04
4.900000000000000000e+01,-1.965827251460551886e-03,-6.634938882626173484e-04,8.540087803261542376e-04
5.000000000000000000e+01,2.417914777550772207e-03,-2.376498406419633516e-03,2.280286968961320326e-03
5.100000000000000000e+01,2.417914777550772207e-03,-2.376498406419633516e-03,2.280286968961320326e-03
5.200000000000000000e+01,2.417914777550772207e-03,-2.376498406419633516e-03,2.280286968961320326e-03
5.300000000000000000e+01,2.417914777550772207e-03,-2.376498406419633516e-03,2.280286968961320326e-03
5.400000000000000000e+01,2.417914777550772207e-03,-2.376498406419633516e-03,2.280286968961320326e-03
5.500000000000000000e+01,2.417914777550772207e-03,-2.376498406419633516e-03,2.280286968961320326e-03
5.600000000000000000e+01,2.417914777550772207e-03,-2.376498406419633516e-03,2.280286968961320326e-03
5.700000000000000000e+01,2.417914777550772207e-03,-2.376498406419633516e-03,2.280286968961320326e-03
5.800000000000000000e+01,2.417914777550772207e-03,-2.376498406419633516e-03,2.280286968961320326e-03
