0.000000000000000000e+00,1.107301983346892449e+00,3.910939930381201357e+00,2.023471521908672344e+01
1.000000000000000000e+00,1.132137135515173920e+00,2.063388621114056409e+00,9.575051491295432982e+00
2.000000000000000000e+00,9.433806724490843010e-01,2.016812297655353969e+00,5.639384335356336209e+00
3.000000000000000000e+00,1.021880122302706750e+00,2.048880492950718946e+00,5.804434781448353675e+00
4.000000000000000000e+00,6.081825570918419216e-02,1.047096880273724828e+00,2.256047730258888606e+00
5.000000000000000000e+00,-9.835004180789469475e-01,1.029862924603294871e+00,2.257097154366832115e+00
6.000000000000000000e+00,-9.835004180789469475e-01,1.029862924603294871e+00,2.257097154366832115e+00
7.000000000000000000e+00,-1.010829382060241866e+00,1.035975834952933550e+00,2.372553165480837833e+00
8.000000000000000000e+00,-1.010829382060241866e+00,1.035975834952933550e+00,2.372553165480837833e+00
9.000000000000000000e+00,-9.998645798200188617e-01,1.379575443229766329e-03,1.000110380982640379e+00
1.000000000000000000e+01,-9.998645798200188617e-01,1.379575443229766329e-03,1.000110380982640379e+00
1.100000000000000000e+01,-9.998645798200188617e-01,1.379575443229766329e-03,1.000110380982640379e+00
1.200000000000000000e+01,-9.998645798200188617e-01,1.379575443229766329e-03,1.000110380982640379e+00
1.300000000000000000e+01,-9.998645798200188617e-01,1.379575443229766329e-03,1.000110380982640379e+00
1.400000000000000000e+01,-9.998645798200188617e-01,1.379575443229766329e-03,1.000110380982640379e+00
1.500000000000000000e+01,-9.998645798200188617e-01,1.379575443229766329e-03,1.000110380982640379e+00
1.600000000000000000e+01,4.293808074581884071e-02,4.459737004982305963e-02,7.555941345905914375e-01
1.700000000000000000e+01,-2.245720405068624137e-02,2.121555226633292657e-02,1.890539589062534276e-01
1.800000000000000000e+01,2.940070600119636113e-02,-1.917083678560336374e-02,2.438313349955834042e-01
1.900000000000000000e+01,2.940070600119636113e-02,-1.917083678560336374e-02,2.438313349955834042e-01
2.000000000000000000e+01,3.920452041977268848e-02,2.105085348558737718e-02,3.911842457308694065e-01
2.100000000000000000e+01,-3.331751183883166489e-02,-1.561921282435442537e-02,2.677884726370791668e-01
2.200000000000000000e+01,-3.331751183883166489e-02,-1.561921282435442537e-02,2.677884726370791668e-01
2.300000000000000000e+01,-8.365516517423253473e-03,6.959706758427132434e-02,9.597034544380278476e-01
2.400000000000000000e+01,2.158991512195806289e-02,-1.092851970554936138e-02,1.160196013271495019e-01
2.500000000000000000e+01,2.158991512195806289e-02,-1.092851970554936138e-02,1.160196013271495019e-01
2.600000000000000000e+01,-2.354616978993176457e-02,3.889507766148783685e-03,1.127946733366620435e-01
2.700000000000000000e+01,-2.354616978993176457e-02,3.889507766148783685e-03,1.127946733366620435e-01
2.800000000000000000e+01,2.021116855468606949e-02,-5.393141800369471994e-02,6.525030962414675173e-01
2.900000000000000000e+01,2.810836265804487338e-02,2.545831405482977539e-02,2.846511487494005621e-01
3.000000000000000000e+01,2.965485321309899863e-02,-4.747076260865575048e-02,6.177497362527475389e-01
3.100000000000000000e+01,2.965485321309899863e-02,-4.747076260865575048e-02,6.177497362527475389e-01
3.200000000000000000e+01,2.965485321309899863e-02,-4.747076260865575048e-02,6.177497362527475389e-01
3.300000000000000000e+01,3.515807793180306812e-02,-5.882521012774326319e-02,9.230162148385687715e-01
3.400000000000000000e+01,-4.361099014910038707e-04,-6.601663767679312456e-02,8.524054415273027985e-01
3.500000000000000000e+01,-1.468277652220684182e-03,4.695610899661236542e-02,4.347098169439647108e-01
3.600000000000000000e+01,-1.468277652220684182e-03,4.695610899661236542e-02,4.347098169439647108e-01
3.700000000000000000e+01,-1.468277652220684182e-03,4.695610899661236542e-02,4.347098169439647108e-01
3.800000000000000000e+01,-1.468277652220684182e-03,4.695610899661236542e-02,4.347098169439647108e-01
3.900000000000000000e+01,-1.468277652220684182e-03,4.695610899661236542e-02,4.347098169439647108e-01
4.000000000000000000e+01,2.339575689846855322e-02,-5.751800965126729892e-03,1.149604951060538838e-01
